0.00	456.70	151.70	469.50	645.10	653.60	429.30	654.50	299.00	561.10	210.00	685.50	206.20	236.20	331.30	154.30	287.70	508.30	678.30	757.50	699.50	482.70	435.50	514.20	194.00	252.60	340.10	78.10	1087.00	684.30	661.70	328.60	271.00	822.80	483.90	629.10	685.90	291.00	799.50	595.10	338.40	897.80	947.30	359.10	356.10	368.60	922.00	452.40	207.60	706.80	278.00	126.00	76.60	271.90	461.10	443.50	434.90	728.60	255.20	296.40	333.20
564.60	0.00	643.20	680.60	884.00	892.50	785.90	253.50	661.80	974.10	621.30	428.70	691.90	712.80	800.30	645.80	757.70	921.30	422.90	928.20	870.20	680.70	848.50	709.50	563.10	621.70	558.70	502.00	1412.00	855.00	909.50	691.90	617.10	993.50	702.90	950.10	856.60	715.80	1003.50	247.10	765.20	1068.50	1118.00	548.10	568.00	653.70	1116.20	865.40	618.90	956.90	749.90	617.50	568.10	592.60	632.90	823.90	606.70	316.50	618.00	669.90	713.60
179.20	568.30	0.00	352.40	535.20	543.70	371.30	604.30	404.90	650.30	306.10	568.30	97.50	157.80	268.90	111.20	200.10	597.50	561.10	607.90	549.90	360.40	524.70	364.60	285.10	316.80	190.50	169.20	695.00	534.70	560.70	434.70	161.10	673.20	382.60	601.30	536.30	181.10	683.20	512.80	228.50	748.20	797.70	209.50	229.40	258.70	795.90	541.60	303.70	608.10	266.10	63.30	98.00	156.10	311.50	497.00	285.30	665.20	361.10	391.10	386.70
455.30	627.40	350.50	0.00	233.20	241.70	119.60	637.60	519.90	449.50	396.70	601.60	373.80	268.30	287.00	387.30	218.20	454.50	594.40	422.90	388.30	39.30	536.20	208.00	579.80	623.90	282.10	486.70	828.00	373.10	258.70	508.20	259.80	450.10	112.90	299.30	374.70	226.30	387.60	546.10	199.40	510.60	540.00	190.90	195.20	108.90	510.10	553.10	394.30	306.10	284.20	413.80	448.50	279.90	221.30	765.90	195.10	698.50	463.70	423.60	705.50
594.70	766.00	489.90	248.50	0.00	91.60	309.00	776.20	684.80	284.70	556.00	740.20	513.20	407.70	427.10	526.70	358.30	320.60	733.00	252.00	260.70	277.40	441.00	409.30	744.70	788.80	449.20	651.60	1267.00	319.70	80.30	673.10	399.20	280.00	314.20	120.90	341.40	365.70	217.50	684.70	339.50	340.50	369.90	329.50	333.80	247.50	340.00	490.50	553.60	156.00	424.30	553.20	587.90	419.30	391.60	930.80	365.40	837.10	628.60	588.50	870.40
572.90	744.20	468.10	226.70	78.20	0.00	287.20	754.40	663.00	245.50	534.20	718.40	491.40	385.90	405.30	504.90	336.50	281.40	711.20	281.50	290.20	255.60	406.20	387.50	722.90	767.00	427.40	629.80	1132.00	349.20	52.90	651.30	377.40	309.50	292.40	94.20	370.90	343.90	247.00	662.90	317.70	370.00	399.40	307.70	312.00	225.70	369.50	455.70	531.80	86.00	402.50	531.40	566.10	397.50	369.80	909.00	343.60	815.30	606.80	566.70	848.60
404.50	694.30	359.80	95.80	315.90	324.40	0.00	704.50	453.40	532.20	330.20	668.50	383.10	277.60	240.80	396.60	228.70	537.20	661.30	505.60	469.00	117.10	469.70	269.60	513.30	557.40	359.90	420.20	731.00	453.80	341.40	441.70	269.10	532.80	168.10	382.00	455.40	235.60	470.30	613.00	210.20	593.30	622.70	257.80	225.50	143.50	592.80	486.60	327.80	388.80	256.60	423.10	443.70	289.20	289.60	699.40	272.90	765.40	397.20	357.10	639.00
713.20	221.80	626.50	617.60	821.00	829.50	722.90	0.00	810.40	1037.30	769.90	235.40	628.90	703.70	810.10	691.10	741.30	1042.30	224.70	865.20	807.20	617.70	997.10	646.50	711.70	770.30	495.70	650.60	1330.00	792.00	846.50	840.50	554.10	930.50	639.90	887.10	793.60	652.80	940.50	138.50	702.20	1005.50	1055.00	485.10	505.00	590.70	1053.20	1014.00	767.50	893.90	807.30	680.80	715.50	529.60	569.90	972.50	543.70	112.70	766.60	818.50	862.20
539.90	885.90	672.90	656.90	877.00	851.40	616.70	1083.70	0.00	737.10	425.00	1114.70	715.20	588.30	563.40	654.60	582.10	684.30	1107.50	1042.80	1030.10	672.50	603.20	763.20	397.40	379.10	856.60	512.40	1535.00	1014.90	813.90	269.50	723.10	1077.50	671.30	782.30	1016.50	661.40	1031.40	1024.30	648.90	1154.40	1181.10	779.60	748.90	674.40	1153.90	678.90	422.60	875.70	513.60	647.20	597.80	724.00	780.90	390.10	815.70	1157.80	336.30	392.90	347.60
512.60	900.00	643.80	468.20	308.60	265.20	528.70	995.90	532.00	0.00	402.50	959.90	687.90	523.20	549.10	627.30	506.50	114.80	952.70	485.20	493.90	497.10	255.00	629.00	608.90	639.00	668.90	503.10	1520.00	552.90	227.10	522.10	618.90	509.60	533.90	209.00	574.60	585.40	447.10	904.40	559.20	570.10	599.50	549.20	553.50	467.20	569.60	304.50	400.10	238.40	498.70	638.60	589.20	639.00	611.30	795.60	585.10	1056.80	491.10	450.80	735.20
256.80	602.80	387.10	414.50	634.60	627.70	374.30	800.60	173.70	489.60	0.00	831.60	431.20	266.50	321.00	371.50	288.50	436.80	824.40	794.50	736.50	430.10	364.00	520.80	213.30	257.70	572.60	229.30	1314.00	721.30	590.20	142.00	439.10	851.50	428.90	557.60	722.90	343.80	789.00	741.20	355.30	912.00	941.40	462.00	431.30	385.50	911.50	380.90	100.80	635.30	271.20	364.10	314.70	440.00	538.50	441.40	523.90	874.70	89.20	86.40	364.50
722.90	395.80	590.30	581.40	784.80	793.30	686.70	236.10	890.70	1001.10	815.80	0.00	592.70	667.50	773.90	654.90	705.10	1006.10	38.90	829.00	771.00	581.50	1027.80	610.30	792.00	850.60	459.50	730.90	1253.00	755.80	810.30	920.80	517.90	894.30	603.70	850.90	757.40	616.60	904.30	193.90	666.00	969.30	1018.80	448.90	468.80	554.50	1017.00	1044.70	813.40	857.70	771.10	644.60	679.30	493.40	533.70	1052.80	507.50	344.80	846.90	894.20	942.50
184.60	608.70	40.40	367.00	540.60	549.10	376.70	637.40	410.30	655.70	311.50	601.40	0.00	163.20	274.30	116.60	205.50	602.90	594.20	641.00	583.00	378.20	530.10	397.70	325.50	357.20	223.60	209.60	825.00	567.80	566.10	440.10	165.50	706.30	404.50	606.70	569.40	186.50	695.00	545.90	233.90	781.30	830.80	242.60	251.00	264.10	817.50	547.00	309.10	613.50	271.50	103.70	138.40	166.80	344.60	537.40	318.40	698.30	366.50	396.50	427.10
226.30	659.70	135.20	287.70	461.30	469.80	297.40	669.90	375.10	576.40	232.20	633.90	179.30	0.00	195.00	172.00	126.20	523.60	626.70	578.60	520.60	298.90	450.80	371.60	406.40	452.00	320.70	293.40	1100.00	505.40	486.80	374.20	187.20	643.90	325.20	527.40	507.00	107.20	615.70	578.40	154.60	718.90	768.10	225.40	194.70	184.80	738.20	467.70	229.80	534.20	192.20	198.50	228.40	188.10	313.50	632.20	287.30	730.80	321.40	317.20	521.90
288.60	692.60	262.80	210.40	430.50	439.00	170.20	777.40	343.40	479.40	214.30	741.40	306.90	181.20	0.00	299.60	128.50	426.60	734.20	620.20	575.60	226.00	353.80	316.70	403.30	445.50	415.20	304.30	761.00	560.40	456.00	329.80	314.80	647.40	224.80	496.60	562.00	221.30	584.90	685.90	187.80	707.90	737.30	330.70	298.40	218.00	707.40	370.70	211.90	503.40	114.30	326.10	301.40	315.70	334.40	589.40	369.20	838.30	287.20	247.10	529.00
152.60	609.30	103.10	355.50	529.10	537.60	365.20	635.80	328.00	590.70	233.40	599.80	145.20	147.50	262.80	0.00	194.00	537.90	592.60	646.40	588.40	366.70	465.10	437.70	335.40	388.70	286.60	219.50	917.00	573.20	554.60	359.50	153.10	711.70	393.00	595.20	574.80	175.00	683.50	544.30	222.40	786.70	835.90	250.90	238.20	252.60	806.00	482.00	231.00	602.00	210.70	140.80	154.70	154.00	361.10	568.90	334.90	696.70	284.20	319.80	458.60
328.60	760.80	317.60	287.80	507.90	516.40	247.60	830.20	417.40	547.60	281.60	794.20	361.70	217.80	80.70	333.50	0.00	494.80	787.00	686.40	628.40	303.40	422.00	394.10	472.10	511.80	492.60	372.50	905.00	613.20	533.40	396.10	369.60	724.80	302.20	574.00	614.80	276.10	662.30	738.70	240.60	785.30	814.70	383.50	351.20	270.80	784.80	438.90	279.20	580.80	141.70	362.70	330.70	370.50	411.80	663.40	431.90	891.10	361.20	321.10	603.00
423.50	810.90	554.70	449.00	306.60	263.20	509.50	976.70	442.90	121.50	313.40	940.70	598.80	434.10	460.00	538.20	417.40	0.00	933.50	454.60	463.30	477.90	165.90	609.80	519.80	549.90	649.70	414.00	1359.00	522.30	225.70	433.00	599.70	489.30	514.70	193.10	544.00	511.40	445.70	885.20	484.20	568.70	591.90	530.00	534.30	448.00	568.20	215.40	311.00	269.50	409.60	549.50	500.10	607.60	592.10	706.50	565.90	1037.60	402.00	361.70	646.10
717.20	391.40	584.60	575.70	779.10	787.60	681.00	226.80	885.00	995.40	810.10	58.00	587.00	661.80	768.20	649.20	699.40	1000.40	0.00	823.30	765.30	575.80	1022.10	604.60	786.30	844.90	453.80	725.20	1327.00	750.10	804.60	915.10	512.20	888.60	598.00	845.20	751.70	610.90	898.60	189.50	660.30	963.60	1013.10	443.20	463.10	548.80	1011.30	1039.00	807.70	852.00	765.40	638.90	673.60	487.70	528.00	1047.10	501.80	335.50	841.20	888.50	936.80
749.20	880.70	629.60	424.10	218.90	272.10	489.50	890.90	833.30	435.10	710.50	854.90	632.50	562.20	607.60	681.20	538.80	471.00	847.70	0.00	89.90	399.40	569.40	465.70	905.70	925.60	498.00	789.80	1267.00	131.00	236.20	823.40	541.70	100.70	427.70	276.80	158.50	520.20	182.90	799.40	520.00	227.10	263.40	448.10	468.00	401.50	233.50	618.90	708.10	316.10	604.80	683.90	718.60	533.20	418.40	1096.90	404.00	951.80	799.70	765.20	995.50
708.40	839.90	588.80	383.30	246.20	299.40	483.40	850.10	841.70	461.60	669.70	814.10	591.70	521.40	584.90	640.40	516.10	497.50	806.90	84.00	0.00	358.60	596.70	424.90	864.90	884.80	457.20	749.00	1244.00	77.80	263.50	810.00	500.90	128.00	386.90	304.10	105.30	479.40	210.00	758.60	497.30	225.00	274.50	407.30	427.20	360.70	260.80	646.20	667.30	343.40	582.10	643.10	677.80	492.40	377.60	1065.00	363.20	911.00	758.90	725.30	954.70
449.50	621.90	344.70	52.20	280.00	288.50	152.30	632.10	538.20	496.30	410.80	596.10	368.00	262.50	281.20	381.50	212.40	501.30	588.90	428.40	370.40	0.00	554.50	180.90	598.10	642.20	255.00	505.00	927.00	355.20	305.50	526.50	254.00	493.70	85.80	346.10	356.80	220.50	434.40	540.60	193.60	557.40	586.80	185.40	189.70	103.40	556.90	571.40	408.40	352.90	278.40	408.00	442.70	274.10	194.20	784.20	168.00	693.00	482.00	441.90	723.80
