0.00	238.40	537.30	678.00	897.80	397.00	765.30	721.00	384.50	342.90	204.10	389.50	701.00	338.40	220.60	261.50
273.60	0.00	349.30	475.40	700.10	444.90	562.70	518.40	263.60	257.40	146.60	358.70	503.30	152.20	449.80	357.20
576.20	416.10	0.00	485.80	656.30	581.10	557.10	528.80	293.80	359.50	444.40	237.20	459.50	355.60	677.70	557.20
627.60	467.40	426.50	0.00	364.10	658.10	206.90	149.20	424.60	448.80	497.10	519.70	323.20	372.40	770.30	649.80
877.90	717.70	590.90	366.60	0.00	926.00	194.60	262.00	605.50	649.60	734.50	651.30	243.30	624.70	1022.60	902.10
344.00	417.90	559.40	586.30	902.10	0.00	744.90	700.60	610.70	597.20	458.40	658.00	797.20	426.80	192.30	210.50
815.00	654.80	572.60	274.30	241.80	860.70	0.00	154.70	587.20	631.30	684.50	633.00	203.00	559.80	957.70	837.20
677.50	517.30	476.40	119.60	279.60	706.00	122.40	0.00	474.50	498.70	547.00	569.60	238.70	422.30	820.20	699.70
398.40	249.70	196.10	394.70	546.30	566.30	447.10	423.00	0.00	163.30	248.20	177.60	349.50	243.00	574.60	485.60
277.90	169.80	303.90	499.30	664.40	570.00	565.20	541.10	151.10	0.00	141.70	156.10	467.60	264.20	445.70	451.20
150.20	101.40	414.90	541.00	765.70	459.10	628.30	584.00	259.90	205.90	0.00	285.00	568.90	201.40	326.40	338.60
468.40	345.30	225.60	559.20	689.40	683.20	590.20	565.10	193.10	227.10	332.20	0.00	492.60	407.50	638.50	626.70
656.60	496.40	369.60	362.20	272.60	764.50	191.60	257.60	384.20	428.30	513.20	430.00	0.00	445.50	821.30	703.80
349.30	189.10	281.50	390.20	632.30	451.50	477.50	433.20	251.60	243.80	229.60	346.70	435.50	0.00	514.00	396.50
263.40	415.90	659.60	735.70	1051.50	233.90	894.30	850.00	572.50	518.50	379.70	598.30	877.90	501.40	0.00	208.60
174.70	307.80	549.50	652.40	946.80	236.40	789.60	745.30	483.80	429.80	291.00	540.80	768.60	391.30	154.40	0.00
