0.00	207.90	757.50	185.90	224.40	705.00	244.80	429.20	613.40	543.30	661.60
249.00	0.00	587.60	108.10	358.30	535.10	95.20	464.90	583.60	532.90	491.70
749.20	601.90	0.00	608.30	841.00	87.90	595.40	857.40	332.10	655.40	139.40
240.40	51.80	623.40	0.00	343.40	570.90	103.80	452.70	619.40	543.50	527.50
187.20	295.30	858.20	276.90	0.00	805.70	346.10	274.50	611.80	707.10	762.30
702.70	555.40	115.30	561.80	794.50	0.00	548.90	861.20	389.90	608.90	128.60
191.50	70.90	594.20	48.70	298.90	541.70	0.00	471.50	590.20	474.10	498.30
400.00	431.90	862.80	473.30	240.30	855.60	480.30	0.00	603.80	719.40	812.20
585.00	522.10	340.20	528.50	604.80	368.60	515.60	621.80	0.00	676.00	342.20
893.70	746.40	479.10	752.80	985.50	405.50	739.90	1023.10	663.20	0.00	444.90
678.20	530.90	125.50	537.30	770.00	107.50	524.40	836.70	371.30	584.40	0.00
