0.00	241.10	510.10	651.80	408.10	228.90	222.80	261.50	429.30	312.50	255.20	76.60	744.20	375.10	288.90	224.40	389.50	694.70	444.60	624.80	211.80	699.20	454.80	822.80	210.80	824.70	426.00	253.80	207.90	843.70	240.60	308.50	757.50	296.40	461.10	194.00	500.90	271.00	180.00	430.20	469.70	585.20	621.00	369.70	750.80	383.50	210.00	926.40	661.60	456.70	354.60	601.80	409.60	173.60	706.80	473.80	828.80	473.60	332.00	359.10	257.80	831.50	409.40	370.90	717.80	679.10	384.50	69.10	252.60	573.60	638.30	705.00	264.70	370.00	288.50	620.70	489.40	357.80	502.80	681.80	197.60	385.90	397.40	344.70	434.80	721.00	333.60	380.10	246.90	278.00	636.10	419.40	274.00	782.70	180.40	193.90	347.30	754.10	308.90	776.40	229.70	765.30	289.20	135.00	682.80	472.60	451.50	601.50	1087.00	579.30	500.70	469.50	726.50	778.50	688.40	220.60	596.50	663.20	699.50	550.60	406.10	524.20	236.20	367.60	766.90	267.00	299.00	338.90	476.70	328.30	787.20	216.70	562.70	594.60	673.90	479.50	73.90	215.60	559.80	419.20	332.10	322.40	396.50	638.10	788.10	340.10	641.60	521.20	644.60	169.80	78.10	121.80	179.70	34.60	684.10	826.70	351.50	394.60	456.70	800.30	392.60	329.60	314.00	270.70	241.30	643.70	298.30	438.40	408.70	369.80	206.20	420.50	543.30	175.80	726.90	608.10	897.80	267.60	779.30	665.90	669.20	146.70	238.40	267.80	161.80	535.90	746.90	947.30	653.60	218.50	309.80	452.50	481.00	136.10	242.70	485.20	514.10	163.30	407.20	221.10	657.60	282.00	136.90	641.80	429.20	626.90	674.10	571.50	379.70	685.90	342.90	692.50	427.60	371.70	792.20	642.60	725.90	514.20	804.60	333.20	745.30	322.30	354.80	356.10	694.00	467.90	126.40	126.00	244.80	459.40	474.40	411.20	621.10	682.40	338.40	661.70	359.20	728.60	297.10	686.70	522.90	669.00	337.90	619.00	750.70	823.70	833.30	656.10	656.90	513.60	398.70	180.20	867.30	595.10	221.60	626.90	613.40	169.20	150.60	256.10	732.60	677.90	123.80	163.00	380.00	218.60	687.50	265.90	482.50	672.90	980.70	261.20	321.50	312.10	568.70	469.00	201.90	885.20	277.70	147.00	677.90	611.80	574.00	113.50	496.70	624.10	394.40	419.00	382.10	759.50	671.60	715.10	868.60	397.00	433.30	685.50	799.50	664.90	697.10	662.80	442.70
325.20	0.00	372.80	820.10	270.80	186.50	469.00	290.60	596.20	382.50	225.20	330.70	903.00	614.60	533.90	183.70	573.30	780.30	275.10	702.40	424.80	883.00	638.60	1001.90	157.20	930.50	592.90	492.80	455.70	949.50	168.90	512.90	941.30	279.80	644.90	128.10	606.70	512.10	420.30	263.40	332.40	691.00	804.80	553.50	861.30	621.50	311.90	1105.00	845.40	562.50	538.40	707.60	593.40	159.10	798.50	657.60	987.60	363.00	570.00	542.90	502.80	1010.10	593.20	554.70	901.60	862.90	568.30	321.20	31.70	679.40	822.10	888.80	120.00	603.40	526.50	804.50	329.80	184.80	669.70	773.50	201.40	569.70	207.50	583.30	290.10	879.80	141.70	213.30	148.60	493.10	713.70	601.80	481.30	860.30	393.40	446.20	586.80	922.70	553.90	926.70	474.70	924.10	482.00	358.30	789.30	320.00	635.30	785.30	1369.00	685.10	451.60	636.40	814.00	884.30	872.20	122.90	780.30	753.40	883.30	732.90	588.50	708.00	475.20	501.00	950.70	512.00	157.10	548.60	436.80	155.30	899.90	461.70	425.40	685.20	857.70	663.30	208.90	363.10	651.50	609.60	562.20	239.00	634.50	743.90	871.40	523.90	825.40	368.60	736.30	422.30	332.20	375.90	420.60	288.70	789.90	1010.50	173.30	215.40	672.80	984.10	449.70	256.50	559.00	492.60	486.30	827.50	320.00	471.30	594.70	166.40	452.40	283.20	727.10	380.60	885.70	698.70	1081.30	451.40	938.10	849.70	846.80	347.80	483.40	362.90	223.10	627.60	849.90	1105.50	775.80	291.90	547.80	292.90	647.90	158.80	206.20	591.00	605.80	417.40	296.60	108.20	822.80	137.30	197.50	825.60	269.60	661.20	765.80	663.20	563.50	869.70	551.10	784.20	641.90	616.00	972.00	826.40	837.10	698.00	914.40	166.40	851.10	506.10	218.50	562.80	880.40	651.70	369.30	371.70	489.80	322.10	641.30	595.00	726.90	866.20	576.40	738.30	134.20	834.40	72.10	792.50	628.70	746.60	521.70	724.80	934.50	982.50	939.10	839.90	840.70	697.40	565.60	304.70	973.10	778.90	137.90	732.70	705.10	411.90	274.20	501.10	916.40	862.30	184.50	381.10	618.00	93.00	764.10	458.70	666.30	774.70	1085.10	502.10	504.60	295.30	622.10	671.80	446.90	1063.80	499.60	291.70	861.70	717.60	679.80	356.40	366.10	807.90	578.20	530.20	609.90	837.10	763.30	898.90	1027.40	252.50	347.80	791.30	958.30	848.70	880.90	874.20	626.50
469.30	313.90	0.00	720.50	144.60	385.30	591.20	339.90	453.50	353.80	274.50	534.00	812.90	471.90	561.50	312.80	692.50	744.40	158.30	666.50	401.10	819.00	644.80	930.70	334.00	1190.10	450.20	440.80	472.50	1194.40	300.60	370.20	903.50	286.70	617.70	333.60	866.30	614.70	465.80	193.40	96.00	935.90	788.40	748.50	819.50	498.80	316.80	1014.90	829.00	822.10	680.10	952.50	619.30	408.40	764.20	659.60	897.50	128.10	443.00	625.50	601.50	920.00	657.00	650.80	835.90	846.50	688.00	467.20	318.00	939.00	774.70	872.40	282.70	586.30	435.80	788.10	50.20	194.90	527.00	740.70	333.70	645.30	206.90	440.60	144.60	789.70	245.90	208.60	297.00	350.40	677.80	459.10	651.60	824.40	369.70	429.60	444.10	822.80	576.80	845.10	573.40	834.00	414.50	403.80	751.50	40.90	553.80	768.90	1405.00	944.70	415.70	493.70	778.10	1143.90	797.50	321.70	747.40	717.50	866.90	590.20	445.80	597.60	448.20	430.90	924.20	490.50	220.20	405.90	400.90	215.10	855.90	485.60	116.00	649.30	841.30	562.50	478.90	318.30	618.70	466.90	419.50	245.40	505.80	988.80	835.50	698.50	809.00	31.20	703.50	522.80	535.50	579.20	493.00	492.00	1049.50	933.00	228.40	158.10	543.80	961.20	417.10	240.10	601.30	401.90	582.40	810.60	291.30	453.10	452.00	216.00	606.80	131.20	736.20	382.30	795.60	662.80	991.20	667.30	848.00	772.00	737.90	599.40	507.30	306.80	353.60	594.80	814.00	1020.60	722.30	341.20	457.10	97.70	505.20	430.50	294.60	850.60	577.40	544.30	196.20	307.00	726.30	272.30	446.80	761.90	76.90	625.30	733.00	630.40	699.10	853.30	680.20	751.40	558.40	544.60	900.80	750.20	794.60	600.00	873.30	232.60	1096.00	648.40	156.70	593.20	762.70	537.40	440.10	583.40	513.70	125.50	498.60	630.10	986.50	849.80	485.70	702.40	299.70	1094.00	291.30	1037.40	888.30	710.70	715.10	969.70	906.30	892.40	1196.70	774.20	824.30	624.90	422.90	349.70	1229.70	762.50	377.70	992.30	672.30	424.60	384.70	486.30	886.30	746.60	396.10	620.40	489.30	345.00	728.20	391.20	619.40	738.80	1049.20	424.60	361.90	242.70	586.20	565.50	545.60	973.70	408.90	563.40	845.30	962.50	924.70	426.80	104.80	791.50	688.80	482.30	582.30	801.20	729.00	831.20	937.30	159.60	150.40	1036.20	868.20	832.30	818.70	731.50	665.40
551.20	735.80	694.00	0.00	597.40	683.10	423.80	573.40	265.50	527.10	585.10	544.40	188.50	241.50	369.50	626.00	443.30	145.90	828.60	167.10	411.40	409.80	375.20	306.30	655.40	889.70	290.90	347.10	403.90	854.90	668.80	291.10	279.10	545.00	348.10	701.20	673.20	355.70	511.40	875.20	659.00	596.40	263.50	409.00	194.20	217.10	512.50	390.50	281.10	722.50	340.60	613.00	440.90	673.50	107.90	400.00	273.10	621.70	268.00	286.00	354.30	295.60	317.20	403.10	439.20	228.60	348.20	547.20	745.30	691.40	319.70	307.50	698.70	287.20	296.90	341.90	722.00	732.10	268.30	132.20	642.20	441.70	807.70	325.30	624.10	165.30	733.40	826.00	691.50	380.80	166.50	306.20	451.50	237.80	435.00	436.50	228.00	198.40	319.70	220.70	401.80	209.60	452.80	478.00	72.70	688.80	267.30	299.00	1246.00	644.30	409.00	205.00	177.70	843.50	409.80	693.90	319.90	114.40	287.80	346.40	278.70	417.80	364.20	376.50	299.80	326.00	641.30	307.60	422.00	702.60	231.50	369.30	731.20	210.30	251.00	273.80	602.00	480.20	240.00	203.50	253.90	565.50	181.30	649.30	239.30	405.70	337.70	725.20	153.30	420.40	602.60	537.20	504.70	566.30	761.00	308.60	834.40	768.90	218.40	336.80	377.70	545.40	343.10	368.50	388.90	365.10	480.50	431.00	256.20	762.30	469.70	609.80	557.80	461.90	171.20	208.70	366.80	386.20	223.60	369.60	63.20	588.90	391.00	470.90	606.40	242.90	190.30	396.20	52.40	550.30	294.80	691.90	245.90	641.40	615.50	689.30	251.60	435.30	555.30	721.90	101.00	693.40	630.30	363.20	647.90	229.10	134.10	230.60	383.30	368.50	372.40	134.50	216.50	263.50	276.40	364.00	169.30	365.80	248.90	826.90	756.50	306.20	595.20	290.30	122.60	283.70	519.30	509.70	397.40	611.00	222.80	286.10	648.60	393.00	296.00	88.60	811.20	793.60	778.80	697.90	685.40	127.80	375.60	630.20	281.90	268.00	857.20	377.50	333.90	391.80	266.60	514.70	890.20	299.70	721.50	706.10	164.40	431.50	546.10	357.60	261.90	73.90	605.30	519.10	208.20	725.80	123.50	429.50	420.80	124.10	425.00	326.90	392.30	506.50	234.00	242.80	382.40	349.30	355.10	602.60	371.50	623.00	585.20	508.30	644.80	275.40	367.00	409.60	232.70	221.50	112.40	416.10	312.90	597.30	581.40	696.70	243.80	348.80	194.30	268.20	334.80
417.50	276.10	172.60	667.90	0.00	341.60	555.10	291.00	417.40	262.30	230.20	480.40	750.80	435.80	525.40	269.10	656.40	628.10	303.80	550.20	349.30	782.90	608.70	849.70	290.30	1136.50	414.10	404.70	436.40	1155.50	256.90	334.10	815.00	211.50	581.60	289.90	812.70	578.60	414.00	350.40	132.20	897.00	752.30	712.40	709.10	462.70	272.00	952.80	792.90	768.50	644.00	913.60	583.20	387.10	647.90	623.50	835.40	116.70	406.90	589.40	565.40	857.90	620.90	614.70	799.80	764.50	651.90	415.40	280.70	885.40	738.60	836.30	239.00	550.20	399.70	752.00	197.30	207.30	490.90	624.40	290.00	609.20	282.90	404.50	95.40	727.60	208.60	301.20	253.30	314.30	561.50	423.00	615.50	708.10	317.90	393.50	408.00	770.50	540.70	774.50	537.30	771.90	361.80	352.00	637.10	163.80	517.70	732.80	1321.00	891.10	299.40	457.60	661.80	1090.30	761.40	278.00	711.30	601.20	823.70	554.10	409.70	561.50	412.10	357.50	835.70	454.40	179.60	369.80	284.60	177.80	747.70	449.50	225.20	533.00	786.90	526.40	427.10	250.20	502.40	430.80	383.40	142.70	469.70	949.90	719.20	662.40	772.90	203.80	587.20	486.70	481.90	525.60	441.20	438.40	995.90	870.90	309.60	244.10	507.70	893.40	300.80	136.30	565.20	365.80	546.30	774.50	199.80	336.80	415.90	237.50	570.70	83.00	700.10	330.50	733.50	546.50	929.10	631.20	785.90	735.90	697.70	550.50	471.20	242.70	307.60	478.50	697.70	953.30	623.60	287.50	421.00	166.90	469.10	378.60	250.90	797.00	462.30	508.20	79.90	263.30	670.60	231.70	417.90	725.80	122.90	509.00	616.70	514.10	663.00	817.20	644.10	635.10	522.30	508.50	819.80	714.10	684.90	563.90	762.20	302.10	1057.10	612.30	121.40	557.10	726.60	501.30	388.30	529.80	477.60	106.00	462.50	594.00	932.90	813.70	449.60	586.10	286.40	1040.40	254.00	998.50	834.70	594.40	679.00	930.80	817.80	830.30	1145.10	738.10	788.20	588.80	386.80	300.30	1179.10	726.40	365.90	938.70	556.00	388.50	335.30	450.20	797.80	710.10	342.50	566.80	453.20	301.30	611.90	338.50	583.30	622.50	932.90	388.50	325.80	175.10	469.90	529.40	509.50	911.60	372.80	511.50	809.20	923.60	885.80	375.00	139.80	755.40	652.70	386.70	546.20	684.90	612.70	795.10	875.20	92.90	101.60	997.30	806.10	796.20	730.20	695.40	629.30
230.70	97.40	399.90	771.80	297.90	0.00	380.40	201.00	504.80	293.10	148.00	234.20	864.20	523.20	446.50	95.20	494.10	762.90	320.60	685.00	328.20	803.80	559.40	927.40	83.50	851.30	501.50	397.70	357.10	870.30	113.30	421.50	862.10	206.50	565.70	50.30	527.50	428.60	321.70	306.20	359.50	611.80	725.60	474.30	843.90	532.10	226.60	1031.00	766.20	483.30	459.20	628.40	514.20	88.30	767.00	578.40	948.80	385.10	480.60	463.70	415.40	936.10	514.00	475.50	822.40	783.70	489.10	226.70	108.90	600.20	742.90	809.60	133.10	524.20	437.10	725.30	368.80	226.20	578.30	742.00	98.10	490.50	253.70	491.90	319.50	841.00	189.90	256.10	117.80	401.70	696.30	510.40	402.10	842.90	296.80	348.40	495.40	874.10	466.50	885.90	387.30	885.30	392.60	259.70	772.90	349.40	556.10	706.10	1264.00	605.90	464.70	545.00	796.60	805.10	793.00	76.90	701.10	737.00	804.10	641.50	497.10	628.80	380.10	427.80	871.50	424.60	170.20	457.20	449.90	196.70	882.50	374.30	452.50	654.80	778.50	584.10	129.70	265.80	620.00	518.20	470.80	218.80	545.10	664.70	854.00	444.70	746.20	398.00	704.80	324.50	235.70	279.40	322.80	192.20	710.70	931.30	227.50	263.00	593.60	904.90	452.80	226.00	471.60	403.20	398.90	748.30	242.70	484.40	503.30	226.10	363.80	310.30	647.90	282.00	846.90	668.30	1002.40	372.20	899.30	770.50	789.20	268.60	396.00	273.50	121.80	596.10	833.50	1051.90	759.40	192.90	458.40	331.90	556.50	79.60	122.40	511.80	574.30	320.90	318.70	77.40	777.60	150.40	120.90	746.40	308.60	674.30	734.30	631.70	484.30	790.50	471.90	752.70	562.70	529.30	896.80	747.20	820.70	618.80	897.00	209.20	771.90	426.90	231.60	483.60	814.00	572.50	271.50	283.60	402.40	349.20	549.90	515.80	647.70	787.00	487.00	721.90	215.50	755.20	153.40	713.30	549.50	729.20	442.50	645.60	855.30	943.70	859.90	760.70	761.50	618.20	474.20	205.70	893.90	699.70	97.60	653.50	673.60	313.30	173.10	413.70	837.20	797.90	98.30	301.90	528.60	74.90	747.70	369.30	587.10	758.30	1067.70	407.00	413.20	225.80	628.90	592.60	359.50	989.80	410.20	212.50	782.50	638.40	600.60	258.60	393.20	728.70	499.00	479.20	530.70	819.70	731.80	819.70	988.60	276.80	370.00	712.10	919.50	769.50	801.70	782.80	547.30
222.90	450.00	631.90	510.80	529.90	388.30	0.00	400.00	341.90	434.30	391.80	215.80	603.20	277.50	140.00	374.20	291.20	553.70	604.10	575.00	268.60	549.50	331.20	673.10	360.60	748.00	399.40	182.80	161.80	713.20	390.40	231.20	607.80	423.70	316.30	402.90	531.50	108.30	256.80	601.50	591.50	454.70	471.30	271.40	609.80	252.50	338.70	776.70	511.90	580.80	204.30	471.30	311.30	344.90	577.00	356.00	687.80	573.60	232.60	206.10	95.10	681.80	259.10	272.60	568.10	529.40	234.20	218.90	434.60	549.70	488.60	555.30	414.50	222.70	211.20	471.00	627.90	507.60	367.10	585.20	347.40	287.60	565.60	267.40	556.60	580.00	489.80	551.40	396.70	298.70	583.80	344.70	119.90	653.40	292.20	234.20	251.10	613.10	156.50	631.60	67.00	624.30	370.70	259.10	541.80	601.30	301.80	451.80	832.00	502.60	622.50	330.50	585.50	701.80	538.70	399.10	446.80	522.20	549.80	400.90	331.40	425.90	190.40	489.40	617.20	183.20	435.60	261.60	598.50	478.10	646.20	139.40	683.10	594.30	524.20	329.80	275.20	337.40	681.60	279.90	254.80	444.20	257.00	507.60	647.10	241.80	491.90	649.90	607.10	143.20	274.00	208.90	234.00	238.00	619.30	677.00	522.80	544.40	317.20	650.60	514.40	451.40	161.60	269.40	92.40	494.00	415.70	560.20	324.10	537.80	92.70	542.30	445.00	288.10	585.90	609.50	748.10	169.30	638.30	521.10	528.20	260.30	116.80	389.60	311.60	638.00	605.90	797.60	512.60	355.10	189.50	591.00	369.80	327.50	379.30	547.60	635.90	107.00	507.20	427.10	516.60	431.80	301.70	492.10	562.40	598.80	603.20	668.10	258.50	536.20	180.20	587.50	286.60	227.30	642.50	492.90	584.90	392.90	663.60	504.50	614.80	172.60	483.50	193.40	553.00	318.20	248.60	181.10	167.50	562.90	346.70	261.50	506.90	532.70	220.10	529.60	541.20	651.90	479.10	556.20	543.70	568.80	239.30	488.50	601.00	682.70	715.50	506.40	507.20	390.00	343.00	318.70	748.50	445.40	392.90	564.40	617.40	209.50	287.20	167.20	582.90	536.90	312.40	190.50	240.50	427.50	589.10	347.40	384.20	531.90	839.70	184.10	344.20	429.50	603.00	328.00	53.00	735.50	273.00	274.00	528.20	481.30	443.50	237.60	596.70	474.40	244.10	540.80	237.70	629.30	581.50	565.40	727.60	518.80	533.30	555.00	658.50	515.20	547.40	521.80	303.00
174.70	204.30	356.70	676.10	254.70	143.60	334.40	0.00	409.10	197.40	84.10	232.60	768.50	427.50	362.00	82.10	540.80	667.20	353.90	589.30	233.30	766.80	575.50	886.30	115.90	888.70	405.80	302.80	262.20	907.70	127.00	325.80	825.10	140.30	560.00	164.20	564.90	357.90	226.80	382.30	316.30	649.20	688.60	521.00	748.20	436.40	132.50	970.50	729.20	520.70	453.90	665.80	560.90	157.30	671.30	600.30	853.10	344.70	384.90	455.70	344.70	875.60	503.40	522.20	785.40	746.70	483.80	172.60	213.80	637.60	705.90	772.60	167.20	432.70	341.40	688.30	324.10	257.40	482.60	646.30	102.70	537.20	315.40	396.20	279.10	745.30	239.60	332.20	152.00	306.00	600.60	414.70	394.80	747.20	201.90	268.60	399.70	778.40	395.80	800.70	316.60	789.60	296.90	164.80	677.20	309.00	509.40	669.10	1437.00	643.30	424.30	449.30	700.90	842.50	753.10	154.40	664.10	641.30	767.10	545.80	401.40	553.20	285.20	332.10	834.50	329.70	127.90	361.50	409.50	227.90	786.80	286.10	409.30	559.10	741.50	518.10	180.90	170.10	524.30	422.50	375.10	169.00	449.40	702.10	758.30	491.40	709.20	357.60	609.10	248.30	234.10	277.80	246.60	190.60	748.10	888.60	335.20	294.20	499.40	867.90	357.10	176.20	400.90	307.50	328.20	711.30	148.60	402.90	407.60	287.60	350.00	267.10	691.80	187.10	751.20	572.60	946.80	418.90	803.60	727.60	693.50	302.70	307.80	177.80	65.00	500.40	737.80	976.20	663.70	95.30	362.70	287.20	460.80	130.80	71.60	549.20	478.60	269.80	278.30	182.40	681.90	181.60	170.10	709.40	263.90	591.40	638.60	536.00	508.10	753.50	429.80	657.00	488.90	434.40	856.40	705.80	725.00	555.60	801.30	316.90	809.30	422.20	191.20	441.20	718.30	493.00	195.30	282.00	314.20	306.00	454.20	504.60	685.10	750.00	391.30	626.20	318.20	792.60	258.30	750.70	586.90	633.50	488.90	683.00	818.30	848.00	897.30	723.70	724.50	580.50	378.50	108.10	931.30	662.70	205.30	690.90	577.90	218.40	98.80	318.80	800.20	702.20	94.70	319.00	432.90	188.80	652.00	273.60	575.00	662.60	972.00	312.10	317.50	174.60	533.20	521.10	288.80	929.30	314.50	263.70	745.50	675.80	638.00	182.40	350.00	691.70	493.70	383.50	444.80	724.00	636.10	782.70	892.90	236.40	316.60	749.50	823.80	732.50	764.70	687.10	546.70
404.50	547.90	506.10	322.60	409.50	495.20	337.20	385.50	0.00	339.20	397.20	443.70	415.00	156.90	282.90	438.10	364.40	365.50	640.70	386.80	289.00	468.70	316.70	532.80	467.50	861.50	108.50	259.10	317.30	826.70	480.90	169.00	505.60	357.10	289.60	513.30	645.00	269.10	387.10	687.30	471.10	568.20	390.50	373.80	421.60	131.30	330.20	617.00	431.10	694.30	309.40	584.80	291.20	504.20	388.80	329.20	499.60	433.80	182.20	257.80	267.70	522.10	278.20	322.70	487.30	448.60	309.20	402.40	557.40	663.20	407.80	474.50	510.80	218.60	211.10	390.20	534.10	544.20	187.00	397.00	454.30	317.20	619.80	234.80	436.20	391.80	545.50	638.10	503.60	256.60	395.60	116.40	364.90	465.20	304.90	312.20	143.40	424.90	233.10	447.20	315.20	436.10	328.60	339.00	353.60	500.90	192.50	371.00	731.00	616.10	534.90	95.80	397.30	815.30	457.90	506.00	366.00	334.00	469.00	250.20	88.90	269.50	277.60	401.80	526.30	239.40	453.40	182.50	510.90	514.70	458.00	282.70	543.30	406.10	443.40	193.80	414.10	292.40	504.80	99.20	152.90	377.60	138.10	621.10	458.90	359.90	411.10	537.30	418.90	333.80	482.60	450.60	390.70	439.10	732.80	535.10	646.50	581.00	151.60	563.30	426.80	357.50	256.50	282.40	302.30	413.20	292.60	472.60	92.60	574.40	383.10	421.90	408.10	317.50	397.70	421.30	593.30	299.60	450.10	443.90	340.00	482.00	304.40	283.00	418.50	449.80	417.70	622.70	324.40	362.40	209.00	504.00	58.70	453.50	427.60	661.10	516.40	348.70	367.40	534.00	328.40	505.50	477.10	411.30	460.00	410.60	415.00	479.90	337.50	455.40	312.50	399.30	160.50	176.90	502.90	412.10	396.70	269.60	475.40	639.00	728.30	267.20	407.30	225.50	364.80	205.20	375.30	423.10	310.80	423.10	45.10	232.20	620.40	451.90	210.20	341.40	623.30	765.40	590.90	669.70	657.20	380.60	340.40	602.00	508.40	494.50	829.00	425.60	426.40	296.80	78.70	326.80	862.00	364.60	552.20	677.90	429.20	307.20	358.20	271.00	488.40	348.70	417.40	432.50	121.60	537.90	400.90	305.30	291.30	343.70	651.50	238.90	204.40	318.60	414.80	173.30	295.80	575.80	266.10	498.90	447.40	594.80	557.00	362.00	456.90	393.60	321.20	453.20	213.80	441.10	393.30	484.60	539.40	409.40	393.50	668.50	470.30	434.40	420.80	333.60	285.80
235.00	287.50	304.80	560.50	202.80	237.80	379.20	128.10	293.50	0.00	136.90	297.90	652.90	311.90	349.50	178.20	532.50	549.60	435.90	471.70	166.80	659.00	484.80	770.70	210.10	954.00	290.20	230.80	262.50	973.00	220.70	210.20	719.50	96.60	457.70	255.90	630.20	402.70	231.50	467.40	264.40	714.50	583.00	539.60	630.60	318.80	102.00	854.90	623.60	586.00	471.20	731.10	459.30	246.80	553.70	499.60	737.50	264.10	267.30	416.60	389.50	760.00	448.10	490.80	675.90	641.10	479.10	232.90	297.00	702.90	600.30	667.00	250.40	377.40	223.80	582.70	329.50	339.40	367.00	528.70	196.90	485.30	400.50	280.60	229.50	629.70	324.70	417.30	246.20	190.40	483.00	299.10	439.60	629.60	135.40	219.60	284.10	662.80	364.80	685.10	361.40	674.00	179.30	169.50	559.60	296.00	393.80	563.50	970.00	708.60	347.60	333.70	583.30	907.80	637.50	248.10	558.50	523.70	661.50	430.20	285.80	437.60	238.20	214.50	728.90	278.60	213.00	245.90	323.60	309.90	669.20	273.60	357.40	441.50	635.90	402.50	244.60	67.70	406.70	306.90	259.50	117.10	331.80	767.40	640.70	530.90	603.60	336.00	491.50	308.60	299.40	343.10	258.70	255.90	813.40	773.00	422.10	376.20	383.80	762.30	239.50	124.30	389.30	189.90	370.40	605.70	67.40	285.30	292.00	369.60	394.80	215.20	576.20	148.00	635.60	455.00	831.20	458.40	688.00	612.00	577.90	368.00	295.30	60.20	161.10	382.80	620.20	860.60	546.10	105.00	245.10	299.10	345.20	196.10	169.70	614.50	361.00	330.10	197.70	274.70	566.30	266.70	235.40	601.90	255.10	473.80	521.00	418.40	514.20	647.90	471.30	539.40	371.30	335.70	740.80	590.20	607.40	440.00	683.70	403.80	874.60	439.50	186.00	384.30	602.70	377.40	205.80	347.30	301.70	253.40	338.60	426.80	750.40	644.40	273.70	508.60	403.30	857.90	341.50	816.00	652.20	515.90	506.20	748.30	712.70	732.40	962.60	614.20	618.90	464.90	262.90	117.80	996.60	557.10	294.80	756.20	460.30	214.60	152.80	274.30	694.60	586.60	160.00	384.30	315.30	280.50	534.40	156.00	459.40	545.00	854.40	214.60	201.90	93.40	415.60	405.50	333.60	813.70	196.90	329.00	639.90	741.10	703.30	192.50	287.20	586.10	497.90	265.90	375.80	606.40	518.50	671.20	777.30	191.70	235.40	814.80	708.20	626.90	652.70	571.50	477.90
