0.00	663.20	696.20	664.90	442.70	73.90	332.00	359.20	636.10	647.40	414.70	398.70	328.60	510.10	500.90	415.40
629.80	0.00	217.50	391.70	413.40	673.80	346.60	857.90	118.50	356.20	739.00	345.20	660.50	744.20	751.80	792.40
672.70	204.10	0.00	204.30	355.30	689.70	433.60	955.70	261.60	162.60	742.10	438.80	771.60	855.30	754.90	795.50
646.60	322.20	190.40	0.00	238.70	656.80	419.60	911.80	379.70	49.40	709.20	409.70	730.20	794.60	722.00	762.60
419.30	449.90	378.20	278.10	0.00	429.70	307.40	695.70	511.50	273.30	482.10	308.40	603.40	693.30	494.90	535.50
121.60	659.50	676.40	645.10	422.90	0.00	373.40	302.50	618.80	627.60	395.00	381.40	311.30	492.80	481.20	395.70
316.10	410.00	465.30	451.70	285.00	362.30	0.00	631.60	471.60	416.50	598.10	224.90	409.60	533.10	610.90	651.50
354.80	755.70	878.40	887.40	722.60	305.00	559.40	0.00	716.00	882.60	604.40	539.30	187.70	292.20	690.60	605.10
588.00	96.20	257.40	431.60	461.30	597.60	394.50	781.70	0.00	396.10	786.90	393.10	584.30	668.00	799.70	840.30
642.70	318.30	195.20	41.70	234.80	652.90	415.70	907.90	375.80	0.00	705.30	405.80	726.30	790.70	718.10	758.70
473.30	817.50	782.30	752.10	535.00	410.20	675.40	637.00	879.10	733.50	0.00	704.10	600.60	786.80	86.20	92.90
361.70	374.00	454.50	413.10	307.50	371.30	179.70	580.50	435.60	408.30	629.70	0.00	398.90	463.30	642.50	683.10
312.60	571.20	693.90	751.10	591.60	321.80	417.40	271.80	531.50	746.30	621.30	403.00	0.00	201.40	707.50	622.00
469.30	717.50	812.40	771.00	665.40	478.90	443.00	299.70	677.80	766.20	780.10	422.90	210.10	0.00	866.30	780.80
605.60	849.40	814.20	784.00	566.90	542.50	707.30	769.30	911.00	765.40	132.30	736.00	732.90	919.10	0.00	183.60
470.90	861.00	825.80	795.60	578.50	407.80	718.90	634.60	922.60	777.00	93.00	729.30	598.20	784.40	174.20	0.00
