0.00	264.70	356.10	104.00	669.00	459.40	150.60	452.50	473.80	787.20	340.10	166.20	645.80	267.00	699.50	705.00	225.30	206.00	269.70	663.20	173.60	397.50	121.80	379.70	438.40	754.10	260.30	601.80	175.80	759.50	369.80	524.20	626.50	195.90	806.30	126.40	347.30	314.50	574.00	657.60	149.40	419.20	516.30	721.00	161.80	694.70	885.20	277.70	359.00	461.10	531.60	647.80	1087.00	146.70	678.30	744.20	327.20	326.50	453.30	336.00	289.20	331.30	642.60	678.00	601.50	215.60	699.20	392.60	327.90	559.80	169.80	594.60	726.90	482.50	218.60	344.70	333.20	682.50	198.40	831.80	826.70	684.30	406.10	513.60	643.70	561.10	397.30	961.00	660.00	145.40	206.20
251.00	0.00	519.30	313.60	645.60	235.10	175.10	217.80	681.20	798.90	547.50	139.80	805.00	425.30	858.70	864.20	383.60	344.00	279.60	652.40	182.70	515.10	331.40	584.40	370.30	821.70	425.30	719.40	282.70	736.10	157.90	639.30	744.10	161.00	923.90	271.60	485.80	190.70	691.60	721.80	275.10	508.60	345.70	778.80	128.50	679.30	962.80	398.60	566.40	642.20	664.20	623.40	1568.00	356.30	795.90	802.00	490.40	463.50	655.60	163.40	381.00	441.90	791.90	664.50	760.70	262.10	858.40	348.70	83.10	550.50	324.60	584.20	784.70	661.10	96.90	482.30	188.00	673.20	183.90	866.80	922.10	843.50	487.50	666.60	802.90	551.80	573.50	1078.60	636.60	213.60	415.80
316.70	508.30	0.00	257.30	448.00	565.10	336.60	613.30	225.90	525.40	162.40	380.00	364.80	160.90	418.50	424.00	174.10	209.40	390.70	401.40	438.70	433.80	302.70	147.60	561.90	492.30	216.60	365.80	296.80	508.50	631.60	322.40	393.70	381.90	624.10	298.00	184.00	438.00	338.00	395.80	321.00	157.60	639.80	459.20	405.40	432.90	604.20	276.60	137.60	185.60	292.60	426.60	783.00	354.10	442.30	482.40	133.60	183.30	199.60	611.80	374.30	305.10	361.60	416.20	320.50	339.10	418.20	516.10	509.20	572.20	199.10	473.50	465.10	287.00	521.30	271.00	598.30	524.20	384.40	570.00	545.70	403.30	232.80	259.90	362.70	599.60	116.30	731.50	464.10	389.00	215.50
175.20	366.80	252.10	0.00	605.80	536.20	252.70	554.60	369.80	683.20	236.10	268.30	541.80	163.00	595.50	601.00	121.30	174.00	360.40	559.20	248.40	523.00	127.20	275.70	533.50	650.10	156.30	530.00	260.30	666.30	474.80	420.20	557.90	298.00	788.30	220.40	243.30	409.60	502.20	553.60	243.40	315.20	611.40	617.00	263.90	590.70	781.20	246.30	255.00	357.10	427.60	584.40	849.00	156.40	606.50	640.20	223.20	222.50	349.30	421.50	344.00	274.80	538.60	574.00	497.50	310.70	595.20	487.70	430.00	654.90	93.60	631.30	622.90	378.50	323.60	240.70	408.00	682.00	300.50	727.80	722.70	580.30	304.70	409.60	539.70	656.20	293.30	895.70	621.90	247.50	102.20
634.60	717.60	373.70	575.20	0.00	675.90	572.60	725.30	483.40	198.70	489.10	611.00	286.00	409.40	321.30	341.00	422.60	457.90	551.00	49.10	738.20	764.40	620.60	466.70	396.30	268.10	496.30	696.40	545.30	149.40	795.80	501.20	724.30	614.50	954.70	602.70	311.40	594.40	668.60	118.50	625.70	286.90	455.70	175.50	652.50	73.80	359.50	438.50	468.20	431.50	472.80	58.40	1191.00	672.30	772.90	198.70	401.60	394.90	454.40	819.60	536.20	467.00	373.70	57.10	308.70	502.90	430.30	343.00	668.30	217.60	503.80	153.70	181.40	504.20	771.90	408.70	860.40	156.00	589.40	266.60	318.80	380.30	362.10	475.20	374.80	245.00	363.70	1062.10	61.40	646.70	553.10
449.80	259.10	579.70	537.80	645.50	0.00	363.10	105.30	646.10	798.80	685.00	334.20	799.70	477.00	853.40	858.90	442.00	404.50	290.00	652.30	407.20	739.30	555.60	685.60	387.90	809.30	515.70	939.00	363.70	736.00	222.00	584.10	966.90	294.60	1148.10	420.60	430.60	222.60	911.20	712.80	445.60	453.40	345.60	776.20	330.00	679.20	960.20	395.40	710.80	604.20	609.00	623.30	1362.00	580.50	1015.50	799.40	549.60	460.30	628.90	276.20	401.00	386.70	736.70	664.40	755.40	301.30	805.50	351.90	209.80	553.50	509.30	584.10	782.10	605.90	321.40	427.10	306.50	676.20	310.60	866.70	919.50	838.20	432.30	611.40	797.10	560.40	613.20	1302.80	636.50	415.10	593.30
115.00	222.90	363.00	218.80	560.60	351.10	0.00	339.50	522.10	713.90	431.70	78.60	635.20	251.50	688.90	694.40	209.80	176.80	164.90	568.40	205.80	441.80	236.60	448.40	330.00	717.10	251.50	646.10	108.90	651.10	343.30	491.90	670.80	80.50	850.60	122.90	329.60	206.20	618.30	620.60	139.10	361.20	407.90	684.00	120.10	594.30	868.00	241.90	438.40	481.80	516.80	539.40	1279.00	261.50	722.60	707.20	317.40	306.80	495.80	348.80	224.30	294.50	632.00	579.50	590.90	109.10	688.60	284.20	212.50	451.40	188.60	486.20	689.90	513.70	239.50	327.00	365.40	574.10	83.00	781.80	816.10	673.70	340.10	519.20	633.10	452.70	412.50	1005.30	551.60	109.30	290.30
384.60	191.20	593.60	469.90	668.90	83.70	295.50	0.00	669.50	822.20	701.30	264.30	823.10	482.10	876.80	882.30	440.40	402.80	313.40	675.70	339.30	671.40	487.70	709.00	411.30	832.70	482.10	875.70	339.50	759.40	143.70	607.50	900.40	224.80	1080.20	353.50	454.00	246.00	847.90	736.20	378.50	476.80	369.00	799.60	262.10	702.60	983.60	418.80	708.00	627.60	632.40	646.70	1432.00	512.60	952.20	822.80	548.00	483.70	652.30	204.40	424.40	410.10	760.10	687.80	778.80	320.90	828.90	375.30	139.90	576.90	458.20	607.50	805.50	629.30	253.50	450.50	228.20	699.60	240.70	890.10	942.90	861.60	455.70	634.80	820.50	583.80	636.60	1234.90	659.90	347.20	559.90
504.30	695.90	220.80	439.00	540.50	609.20	524.20	690.10	0.00	554.90	159.60	563.10	360.00	354.60	414.70	420.20	367.80	403.10	465.80	493.90	584.40	587.70	482.40	139.10	658.70	536.20	408.20	519.70	490.50	601.00	760.50	160.30	547.60	566.90	778.00	485.60	344.90	509.20	491.90	488.30	508.60	318.50	736.60	488.70	593.00	525.40	600.40	437.60	197.60	72.70	85.90	519.10	677.00	511.60	596.20	490.80	347.90	356.50	84.30	757.50	514.70	426.90	289.50	508.70	315.70	478.50	358.30	612.90	647.60	664.70	386.70	566.00	496.10	109.10	678.80	433.90	744.00	616.70	541.50	578.40	541.90	399.50	343.10	69.20	349.90	692.10	221.30	885.40	556.60	576.60	381.00
753.10	860.20	492.20	693.70	224.20	812.90	735.90	867.90	569.00	0.00	596.70	766.80	255.70	527.90	242.80	262.50	541.10	576.40	669.50	178.50	875.40	882.90	739.10	576.20	559.60	267.50	614.80	814.90	663.80	168.80	938.40	615.50	842.80	770.60	1073.20	721.20	429.90	712.90	787.10	173.40	744.20	405.40	598.30	92.50	808.30	178.60	258.60	557.00	586.70	517.10	586.90	213.70	1433.00	790.80	891.40	76.90	520.10	513.40	540.00	962.20	654.70	585.50	365.80	195.00	281.00	666.20	364.80	506.30	810.90	372.90	622.30	317.40	130.40	618.30	922.50	527.20	1003.00	311.30	745.20	73.00	228.00	301.80	480.60	589.30	320.80	400.30	482.20	1180.60	202.40	810.00	671.60
