0.00	798.10	669.20	694.00	218.50	289.20	408.10	831.80	684.10	647.40	663.20	296.40	469.50	412.90	246.90	407.20	516.60	461.10	699.20	571.50	621.10	483.90	514.20	706.80	312.70	397.30	472.60	347.30	443.50	636.10	624.10	661.60	314.00	322.40	435.50	616.40	613.40	336.00	180.90	549.70	414.70	677.90	171.10	196.80	568.70	456.70	804.60	210.80	620.70	180.40	384.50	833.30	661.70	660.10	730.20	482.50	459.40	157.50	409.60	696.20	687.50	654.50	531.60	762.70	732.60	601.50	471.20	685.90	397.40	766.90	225.10	611.80	721.90	728.60	180.70	596.50	107.30	481.00	151.70	344.70	427.30	671.60	197.60	255.20	218.60	594.60	206.20	333.20	149.40	328.30	123.80	524.20	338.90	271.00	717.40	270.70	831.60	656.90	308.90	685.50	221.10	492.40	385.80	282.00	244.90	314.50	221.60	754.10	69.10	508.30	496.40	641.60	369.70	211.80	455.80	540.50	104.00	357.80	111.00	297.10	397.40
866.10	0.00	952.10	976.90	919.30	986.30	1116.00	1077.90	247.80	862.10	946.10	1009.80	724.60	675.50	946.80	1121.40	1110.20	676.90	913.90	1092.00	337.90	746.90	753.50	1000.90	1023.90	619.00	1182.80	796.00	1163.80	1007.70	838.80	876.30	686.60	1030.30	1171.00	832.20	1041.30	1045.00	918.80	1263.90	464.90	960.80	880.10	897.70	1026.90	435.30	1050.70	910.70	835.40	905.90	594.80	161.00	953.50	874.80	944.90	748.00	1167.30	892.00	672.20	910.90	1013.00	225.00	788.30	977.40	947.30	816.20	1206.70	900.60	776.40	981.60	922.20	302.50	1004.80	274.70	780.30	811.20	851.20	791.10	733.50	883.00	757.20	1005.40	906.60	957.90	927.60	1018.20	735.90	1053.50	891.90	1028.20	809.80	786.80	873.70	661.10	932.10	883.10	1079.60	871.60	675.60	377.70	930.10	729.40	1106.10	981.90	702.50	1022.40	941.90	1036.70	862.10	1149.30	733.40	856.30	578.00	882.30	710.70	1029.70	794.40	1057.70	851.20	1006.10	1106.40
633.40	904.40	0.00	144.40	578.80	548.10	617.90	355.60	856.30	405.20	173.70	571.60	300.30	564.00	720.00	606.30	181.00	443.40	489.30	178.30	743.90	366.00	461.10	126.30	585.70	375.60	711.10	323.30	909.70	224.80	354.90	360.60	438.40	592.10	375.80	430.90	112.10	808.50	553.40	769.40	755.70	69.50	655.60	522.10	257.10	817.80	328.40	683.90	421.40	530.30	443.50	952.50	146.90	461.00	369.10	352.50	662.00	540.80	536.20	267.50	181.80	828.00	484.70	560.00	341.40	378.50	404.40	448.00	305.60	379.30	484.00	718.30	246.00	888.90	526.00	399.40	668.40	341.20	541.70	420.60	332.90	170.30	680.30	611.90	754.30	223.00	565.00	849.30	629.20	725.00	633.80	513.10	402.90	451.00	386.70	463.80	355.40	413.40	415.00	792.00	730.80	488.90	873.10	698.20	537.00	584.20	768.60	235.00	631.30	251.00	468.50	417.20	504.30	506.70	312.80	217.50	587.10	754.50	594.70	797.60	830.10
640.90	898.80	76.10	0.00	604.40	542.50	643.50	296.30	850.70	300.00	147.40	597.20	294.70	558.40	745.60	631.90	206.60	437.80	386.60	203.90	738.30	360.40	455.50	151.90	611.30	370.00	736.70	317.70	935.30	232.00	252.20	257.90	432.80	617.70	401.40	328.20	137.70	834.10	579.00	787.50	750.10	95.10	681.20	516.50	282.70	812.20	269.10	709.50	318.70	524.70	437.90	946.90	154.80	358.30	266.40	346.90	687.60	535.20	530.60	164.80	207.40	822.40	479.10	457.30	238.70	275.80	430.00	345.30	300.00	276.60	478.40	712.70	206.10	883.30	520.40	296.70	662.80	335.60	536.10	415.00	327.30	195.90	705.90	637.50	779.90	248.60	559.40	874.90	632.00	750.60	659.40	507.50	397.30	445.40	284.00	458.20	296.20	310.70	409.40	786.40	756.40	483.30	898.70	723.80	531.40	600.70	794.20	129.80	636.90	276.60	462.90	314.50	498.70	501.10	307.20	243.10	581.50	780.10	620.30	823.20	855.70
187.40	872.80	624.40	649.20	0.00	227.80	224.80	783.80	758.80	640.00	570.40	117.30	380.20	544.90	191.60	244.20	410.20	491.20	691.80	465.10	695.80	394.60	486.50	600.40	131.60	421.90	290.10	330.60	439.60	529.70	616.70	654.20	365.00	139.10	329.10	609.00	507.00	337.10	117.00	398.30	489.40	633.10	127.20	144.30	462.30	531.40	730.40	155.50	613.30	127.50	465.60	908.00	555.30	652.70	722.80	393.20	276.10	105.00	505.80	688.80	581.10	729.20	509.00	755.30	725.20	594.10	362.20	678.50	339.40	759.50	163.70	686.50	625.40	803.30	222.20	589.10	274.00	391.70	318.40	327.10	338.00	565.20	151.90	86.60	225.90	488.20	362.70	351.80	181.20	271.40	105.40	484.10	292.40	370.60	710.00	238.40	786.80	649.50	340.50	760.20	222.00	514.30	400.90	225.60	367.10	131.20	240.20	709.30	185.30	401.90	492.80	634.20	526.10	158.90	423.80	434.10	270.70	300.90	133.30	300.80	359.40
238.90	937.10	526.40	551.20	209.20	0.00	293.70	689.00	870.30	554.70	520.40	203.90	282.20	446.90	343.80	251.60	385.20	406.20	607.50	440.10	776.60	296.60	388.50	575.20	218.00	415.20	385.10	232.60	577.60	504.70	580.00	617.50	389.80	215.20	304.10	511.00	482.00	475.10	158.90	394.10	600.90	535.10	286.00	121.00	437.30	642.90	661.80	314.30	576.60	139.30	476.50	985.20	527.80	566.70	686.10	295.20	307.30	146.90	407.80	600.90	556.10	840.70	411.00	669.30	674.80	557.40	339.80	641.80	241.40	712.70	31.70	751.00	579.10	914.80	265.90	535.90	346.20	293.70	351.20	229.10	240.00	540.20	310.70	244.20	380.70	463.20	395.30	500.70	234.70	398.90	264.20	386.10	194.40	403.20	673.30	190.40	688.80	612.80	365.30	824.70	371.60	416.30	538.90	363.60	399.70	171.30	399.00	611.30	236.80	376.90	394.80	597.50	537.00	170.70	325.80	409.10	342.90	428.40	225.70	438.40	497.40
417.50	1109.90	697.70	726.60	287.50	361.80	0.00	815.60	995.90	730.10	601.20	211.50	457.60	622.30	253.30	79.90	464.80	581.60	782.90	514.10	932.90	472.00	563.90	647.90	173.10	590.60	163.80	408.00	362.50	561.50	755.40	792.90	565.20	142.70	375.40	686.40	556.00	261.30	337.50	213.40	726.50	710.10	326.40	300.00	469.90	768.50	762.20	290.30	752.00	317.90	651.90	1145.10	586.10	742.10	825.50	470.60	106.00	325.50	583.20	723.90	611.90	966.30	586.40	844.70	797.80	732.80	282.70	817.20	416.80	835.70	297.70	923.60	657.20	1040.40	441.30	711.30	511.10	469.10	526.60	404.50	415.40	612.70	367.90	230.20	301.30	533.00	570.70	302.10	413.30	177.80	342.50	561.50	369.80	578.60	843.10	365.80	838.20	788.20	540.70	997.30	263.30	591.70	325.90	231.70	575.10	171.50	365.90	770.50	415.40	456.50	570.20	772.90	712.40	349.30	501.20	478.80	507.80	207.30	370.40	254.00	282.90
817.50	1075.40	344.10	297.40	813.50	719.10	825.40	0.00	1027.30	402.80	242.90	806.30	471.30	696.40	928.30	816.60	430.60	566.80	414.50	418.00	914.90	537.00	614.10	351.30	820.40	544.80	918.60	494.30	1117.20	280.10	278.10	283.80	609.40	817.70	610.50	428.70	361.70	1016.00	765.30	964.10	926.70	354.80	890.30	693.10	394.50	988.80	68.10	918.60	344.60	701.30	614.50	1123.50	264.40	433.00	294.30	523.50	872.30	711.80	686.90	240.20	330.90	999.00	636.60	535.60	266.60	330.70	639.10	373.20	476.60	304.50	655.00	889.30	221.90	1059.90	697.00	365.30	839.40	512.20	712.70	591.60	503.90	328.80	915.00	846.60	976.30	381.80	736.00	1056.80	808.60	932.50	868.50	665.20	573.90	622.00	311.90	634.80	245.00	336.60	586.00	963.00	938.30	631.50	1080.60	905.70	708.00	777.30	987.80	339.70	813.50	500.60	620.40	342.40	675.30	677.70	483.80	397.30	758.10	962.00	829.40	1005.10	1037.60
742.90	279.00	873.70	898.50	757.70	907.90	954.40	999.50	0.00	783.70	867.70	848.20	646.20	597.10	785.20	973.80	1031.80	598.50	835.50	1013.60	182.90	668.50	675.10	922.50	862.30	540.60	1021.20	717.60	1002.20	929.30	760.40	797.90	608.20	868.70	1026.80	753.80	962.90	883.40	796.90	1127.90	270.20	882.40	718.50	819.30	948.50	236.60	972.30	749.10	757.00	807.80	516.40	173.20	875.10	796.40	866.50	669.60	1005.70	788.50	593.80	832.50	934.60	31.90	709.90	899.00	868.90	737.80	1062.50	822.20	698.00	903.20	843.80	186.80	926.40	96.70	701.90	732.80	772.80	712.70	655.10	804.60	678.80	927.00	745.00	796.30	766.00	939.80	657.50	891.90	787.20	866.60	648.20	708.40	795.30	582.70	853.70	804.70	1001.20	793.20	597.20	264.00	768.50	651.00	944.50	820.30	624.10	860.80	780.30	958.30	738.90	1070.90	655.00	777.90	499.60	803.90	632.30	951.30	716.00	896.10	689.60	844.50	944.80
642.70	854.00	364.90	288.80	647.00	600.50	694.10	376.90	805.90	0.00	318.30	641.70	329.70	357.20	788.20	652.00	468.90	227.60	201.80	456.30	693.50	287.30	274.90	378.50	655.80	281.70	785.50	409.30	984.00	375.80	151.90	189.40	435.80	662.20	631.80	53.70	400.00	882.80	602.60	794.50	705.30	383.90	723.80	532.00	415.80	767.40	349.70	752.10	148.50	540.20	345.40	902.10	298.60	161.00	258.00	326.20	707.70	549.10	347.70	195.20	358.10	777.60	297.40	238.00	260.40	128.30	660.40	213.70	389.70	294.70	536.40	667.90	383.80	838.50	534.30	97.40	634.00	390.00	516.30	499.10	358.10	367.10	748.50	681.80	817.00	407.10	519.20	882.20	645.90	799.30	702.00	326.00	487.00	428.40	245.20	516.20	378.00	184.70	412.40	741.60	818.60	292.30	934.80	790.10	485.80	607.70	770.60	297.40	638.70	538.20	281.20	169.40	373.50	516.60	278.10	418.60	577.20	828.80	675.90	856.80	904.40
629.80	887.70	156.40	215.80	609.60	531.40	642.20	266.60	839.60	356.20	0.00	602.40	283.60	547.30	745.10	633.40	215.70	426.70	426.30	203.10	727.20	349.30	444.40	125.90	616.50	358.90	735.40	306.60	934.00	118.50	304.90	310.60	421.70	622.90	406.60	357.10	146.80	832.80	577.60	776.40	739.00	167.10	686.40	505.40	190.60	801.10	228.10	714.70	347.80	513.60	426.80	935.80	46.00	387.20	319.10	335.80	689.10	524.10	519.50	217.50	105.50	811.30	468.00	486.20	291.40	304.70	435.20	398.00	288.90	329.30	467.30	701.60	116.60	872.20	509.30	325.60	651.70	324.50	525.00	403.90	316.20	113.90	711.10	642.70	785.10	166.90	548.30	873.60	620.90	749.30	664.60	496.40	386.20	434.30	336.70	447.10	281.30	363.40	398.30	775.30	755.10	472.20	897.40	722.50	520.30	589.60	799.40	264.10	625.80	285.70	451.80	367.20	487.60	490.00	296.10	188.30	570.40	778.80	625.50	821.90	854.40
225.60	932.90	650.80	675.60	108.50	253.00	175.30	810.50	818.90	666.70	597.10	0.00	406.60	571.30	172.30	200.90	436.90	517.90	718.50	491.80	755.90	421.00	512.90	627.10	72.40	448.60	232.30	357.00	411.10	556.40	643.40	680.90	391.70	89.60	355.80	635.40	533.70	308.60	143.70	364.00	549.50	659.50	144.50	171.00	489.00	591.50	757.10	136.20	640.00	154.20	492.30	968.10	582.00	679.40	749.50	419.60	226.60	131.70	532.20	715.50	607.80	789.30	535.40	782.00	751.90	620.80	312.70	705.20	365.80	786.20	188.90	746.60	652.10	863.40	262.40	615.80	325.80	418.10	354.90	353.50	364.40	591.90	186.00	58.90	209.10	514.90	399.00	334.20	221.40	243.40	165.50	510.50	318.80	406.90	736.70	263.60	813.20	676.20	367.20	820.30	202.70	540.70	372.40	197.10	403.40	94.10	229.90	735.70	223.50	428.60	519.20	660.90	552.80	185.60	450.20	460.80	322.50	272.90	178.60	271.90	330.90
455.30	714.00	257.30	282.10	428.90	356.20	476.00	419.90	665.90	336.20	251.30	423.60	0.00	322.00	570.10	433.90	415.40	221.30	388.00	397.20	553.50	112.90	208.00	306.10	437.70	148.10	567.40	132.90	765.90	312.90	312.90	350.40	247.20	444.10	536.20	346.10	346.50	664.70	391.00	576.40	565.30	266.00	505.70	330.20	332.10	627.40	392.70	534.00	309.50	338.40	228.50	762.10	258.70	348.90	419.00	57.30	489.60	349.60	282.90	331.80	318.20	637.60	232.20	451.50	405.70	290.30	571.90	374.70	115.20	443.60	292.10	527.90	310.00	698.50	334.80	285.30	477.20	80.80	350.50	230.20	46.90	310.60	530.40	463.70	604.40	323.40	373.80	705.50	446.40	581.20	483.90	260.00	212.50	259.80	406.20	271.90	419.70	345.70	223.80	601.60	600.50	235.80	729.30	572.00	345.80	389.60	618.70	342.20	451.30	454.50	216.90	330.40	293.10	314.80	67.30	334.90	395.90	610.70	457.80	657.40	686.30
508.10	716.40	585.40	607.00	588.90	555.10	636.00	673.80	668.30	400.90	579.40	583.60	332.30	0.00	681.90	593.90	743.50	180.00	453.70	725.30	555.90	260.10	167.30	634.20	597.70	257.00	727.40	430.40	851.70	641.00	434.70	472.20	332.70	604.10	696.20	357.20	674.60	754.90	551.00	736.40	567.70	594.10	617.50	515.50	660.20	629.80	646.60	645.80	431.30	531.40	232.80	764.50	586.80	412.90	540.80	313.60	649.60	530.40	35.00	505.80	646.30	640.00	157.00	470.90	543.20	411.10	731.90	496.50	377.70	577.50	491.00	530.30	638.10	700.90	426.40	382.10	493.20	386.70	375.50	492.00	354.40	638.70	642.20	623.70	676.20	651.50	377.90	741.40	538.00	741.20	581.40	149.60	457.30	303.10	528.00	511.00	675.50	467.50	313.60	604.00	678.00	175.50	794.00	717.00	344.50	549.60	629.80	631.60	504.10	769.00	192.90	452.20	220.00	515.50	298.40	663.00	436.40	770.70	546.00	716.00	827.90
