0.00	822.80	843.70	427.60	267.00	492.40	452.40	465.00	562.70	459.20	833.30	717.80	221.10	438.40	169.20	481.00
764.30	0.00	1033.80	405.40	539.10	503.80	608.00	517.80	944.30	405.80	1036.10	331.60	907.10	561.40	644.60	459.00
841.60	1013.00	0.00	656.20	748.40	704.90	1155.00	703.10	1220.30	687.80	109.20	908.00	879.80	1141.00	805.30	766.60
394.00	479.20	695.20	0.00	168.80	240.20	549.10	245.00	634.80	78.40	697.50	379.70	588.30	535.10	275.90	128.00
267.50	575.60	778.60	175.50	0.00	331.10	426.80	335.90	537.10	207.10	780.90	470.60	454.40	412.80	141.30	258.70
538.90	544.00	796.20	194.90	318.00	0.00	636.10	97.30	692.80	223.10	798.50	381.20	683.50	622.10	425.10	272.30
432.80	642.80	1205.30	591.10	496.70	696.90	0.00	647.00	584.40	574.90	1196.80	744.40	542.70	145.40	420.80	574.30
540.60	573.90	800.50	224.80	347.90	101.20	622.70	0.00	679.40	252.80	802.80	411.10	670.10	608.70	443.30	296.30
447.80	909.20	1172.90	536.90	469.00	606.30	494.20	556.40	0.00	484.30	1175.20	814.40	389.10	465.40	403.10	483.70
428.90	441.20	732.60	94.20	203.70	271.30	552.20	275.80	608.90	0.00	734.90	417.10	599.60	538.20	309.20	90.00
883.50	1054.90	123.00	698.10	790.30	746.80	1187.10	745.00	1252.40	729.70	0.00	949.90	911.90	1173.10	847.20	808.50
684.60	364.10	948.50	320.10	459.40	358.80	732.00	372.80	894.40	351.70	950.80	0.00	867.50	685.40	566.50	419.80
250.70	944.10	975.20	584.30	426.30	680.80	512.30	630.90	381.60	558.80	964.80	882.00	0.00	413.50	315.00	558.20
429.60	626.00	1202.10	587.90	493.50	693.70	175.60	643.80	493.20	571.70	1193.60	727.60	462.90	0.00	417.60	571.10
190.60	672.00	818.90	271.90	111.30	394.70	430.60	432.30	537.80	303.50	821.20	567.00	391.40	416.60	0.00	355.10
451.20	519.50	777.30	138.90	226.00	305.60	540.10	294.20	596.80	113.10	779.60	461.80	587.50	526.10	332.30	0.00
